From Zone,To Zone,Distance (km),Approx. Price (Birr)
Korahe,Mekelle,901,450.5
Liben,Nogob,856,428
Liben,Shabelle,370,185
Liben,Sitti,96,48
Liben,Central,360,180
Liben,Eastern,552,276
Liben,North Western,923,461.5
Liben,Southern,116,58
Liben,Western,374,187
Liben,South Eastern,118,59
Liben,Mekelle,984,492
Nogob,Shabelle,863,431.5
Nogob,Sitti,759,379.5
Nogob,Central,487,243.5
Nogob,Eastern,496,248
Nogob,North Western,278,139
Nogob,Southern,348,174
Nogob,Western,745,372.5
Nogob,South Eastern,725,362.5
Nogob,Mekelle,496,248
Shabelle,Sitti,103,51.5
Shabelle,Central,391,195.5
Shabelle,Eastern,874,437
Shabelle,North Western,434,217
Shabelle,Southern,884,442
Shabelle,Western,391,195.5
Shabelle,South Eastern,88,44
Shabelle,Mekelle,823,411.5
Sitti,Central,584,292
Sitti,Eastern,275,137.5
Sitti,North Western,77,38.5
Sitti,Southern,333,166.5
Sitti,Western,372,186
Sitti,South Eastern,117,58.5
Sitti,Mekelle,261,130.5
Central,Eastern,981,490.5
Central,North Western,552,276
Central,Southern,208,104
Central,Western,736,368
Central,South Eastern,500,250
Central,Mekelle,802,401
Eastern,North Western,800,400
Eastern,Southern,181,90.5
Eastern,Western,387,193.5
Eastern,South Eastern,215,107.5
Eastern,Mekelle,965,482.5
North Western,Southern,174,87
North Western,Western,610,305
North Western,South Eastern,268,134
North Western,Mekelle,51,25.5
Southern,Western,542,271
Southern,South Eastern,94,47
Southern,Mekelle,252,126
Western,South Eastern,754,377
Western,Mekelle,412,206
South Eastern,Mekelle,995,497.5
